SaleID,CustomerID,ProductDetailID,SaleDate,Quantity,UnitPrice,TotalAmount,Discount,PaymentMethod,ShippingAddress,SalesRepID,Status
6852,604,211,2024-03-05,41,228.18,9355.38,115.13,Credit Card,"11410 Davis Fields
Luisview, KS 66146",34,Cancelled
1649,998,26,2024-02-02,65,220.67,14343.55,617.3,Credit Card,"4849 Jones Extensions Apt. 397
Virginiashire, WI 80627",43,Completed
9888,260,341,2024-02-02,72,482.23,34720.56,1239.04,PayPal,"189 Katherine Green Apt. 379
East Jason, MD 78823",23,Pending
9122,547,401,2024-05-11,53,846.13,44844.89,3760.71,Credit Card,"604 Patel Rue Apt. 656
West Kenneth, NE 47477",32,Cancelled
9610,795,346,2024-04-01,94,180.82,16997.08,585.28,PayPal,"16407 Hayes Land Suite 968
Lake Reginatown, PA 12961",43,Pending
6488,901,399,2024-06-01,81,777.94,63013.14,1096.13,Debit Card,"915 Oneill Motorway
Charlesmouth, NE 05142",35,Pending
3995,188,40,2024-02-14,46,830.79,38216.34,3201.82,Debit Card,"2190 Christine Overpass Suite 470
New Andrewfort, NV 41519",19,Completed
145,196,72,2024-02-13,65,804.74,52308.1,3553.44,Credit Card,"7382 Luis Union Suite 943
Port Melissa, NH 99075",38,Cancelled
5137,950,208,2024-02-06,57,975.62,55610.34,1121.89,Debit Card,"1595 Robin Fields Suite 629
Hillhaven, NY 39231",17,Pending
1271,677,185,2024-03-11,89,782.33,69627.37,354.02,Debit Card,"4908 Young Village Apt. 166
Kendraview, GA 78679",1,Completed
9099,674,451,2024-05-30,17,234.02,3978.34,384.47,Bank Transfer,"5074 Michael Garden
Vargasland, DE 76564",10,Pending
4803,795,156,2024-02-07,70,568.13,39769.1,2440.14,PayPal,"200 Dale Light
Port Shelleychester, WI 59504",38,Pending
1756,176,92,2024-06-04,67,372.96,24988.32,2097.03,Bank Transfer,"5889 Smith Branch
Lake Jamesside, RI 42094",8,Completed
4731,469,30,2024-03-30,48,332.5,15960.0,1593.82,Debit Card,"2592 Alexander Dale
East Jessica, KS 68145",12,Completed
1312,823,436,2024-02-19,21,934.4,19622.4,1950.0,Bank Transfer,"1004 Amber Gateway Suite 634
Denisestad, DC 78987",43,Cancelled
5569,352,99,2024-02-07,73,261.74,19107.02,951.66,Bank Transfer,"353 Molly Prairie Suite 259
West Jerry, WA 98035",14,Pending
8971,100,144,2024-04-23,69,177.58,12253.02,557.9,Bank Transfer,"4730 Brittany Trail Suite 886
Timothyside, CA 20779",22,Cancelled
468,812,379,2024-05-28,45,418.05,18812.25,1363.11,Credit Card,"997 Price Via
Wesleyfort, CA 45306",37,Cancelled
3689,257,290,2024-02-29,83,793.06,65823.98,6044.76,Credit Card,"Unit 6831 Box 8206
DPO AA 43800",28,Cancelled
1635,859,176,2024-02-17,28,576.85,16151.8,1017.21,Bank Transfer,"299 Williams Junction Apt. 350
East Ryan, FL 86537",26,Cancelled
1137,510,160,2024-03-20,77,371.82,28630.14,2550.48,Credit Card,"871 Jesus Groves
South Amandashire, OK 89786",16,Pending
6153,842,47,2024-06-13,82,362.1,29692.2,2958.14,Credit Card,"USNS Short
FPO AA 88831",42,Pending
6753,722,30,2024-01-09,35,405.19,14181.65,509.48,Bank Transfer,"88026 Bailey Flat Suite 780
New Jenniferchester, AK 63311",5,Cancelled
3310,48,400,2024-03-25,6,893.57,5361.42,445.38,PayPal,"8730 Reed Flats Suite 732
New Louisfort, NV 86089",27,Cancelled
2959,528,66,2024-03-30,87,333.63,29025.81,2098.13,PayPal,"76550 Jonathan Turnpike
New Brianna, TX 13647",19,Cancelled
5213,31,335,2024-04-07,10,107.64,1076.4,8.23,Bank Transfer,"516 Rodriguez Manor
Joanport, IA 30336",9,Cancelled
5709,471,471,2024-05-13,55,798.9,43939.5,209.68,PayPal,"USNV Coleman
FPO AE 89640",32,Completed
1549,117,52,2024-05-25,45,44.62,2007.9,164.36,Credit Card,"39585 Briggs Common
Nicholasshire, MT 65797",30,Cancelled
5286,46,70,2024-05-29,4,483.06,1932.24,68.66,Debit Card,"8770 Martin Street
South Christopher, TN 26344",18,Completed
6475,761,319,2024-06-09,91,189.49,17243.59,173.95,Debit Card,"90114 Kimberly Port Suite 305
East Ronald, DE 22858",31,Pending
689,389,229,2024-05-01,53,895.75,47474.75,3827.75,Credit Card,"80593 Brock Park
Erictown, TN 17612",34,Cancelled
7259,684,108,2024-03-02,74,964.77,71392.98,1464.03,Bank Transfer,"665 Burns Ridges
Lake Robertville, DC 37643",31,Completed
2793,764,114,2024-01-17,5,69.24,346.2,8.32,Debit Card,"2796 Ashley Mission
Port Daleport, NH 49197",45,Cancelled
9912,439,363,2024-03-01,88,300.02,26401.76,1582.69,Credit Card,"559 Stein Shore
Olsonport, WA 41515",27,Completed
36,854,271,2024-02-23,3,932.52,2797.56,82.38,PayPal,"5369 Kenneth Island
Jonesstad, AL 11686",34,Pending
1897,400,445,2024-04-17,48,884.37,42449.76,4211.08,Bank Transfer,"PSC 5039, Box 5359
APO AA 87490",23,Completed
3796,622,335,2024-02-04,70,15.86,1110.2,20.75,Debit Card,"40084 Johnson Bridge
Kellyton, AL 44256",47,Completed
637,924,438,2024-04-17,67,441.3,29567.1,520.85,Credit Card,"544 Smith Hills
West Dennisborough, MO 82439",11,Completed
3026,872,137,2024-05-06,55,618.92,34040.6,2668.12,Bank Transfer,"90997 Kelli Summit
Meganborough, ME 64439",27,Pending
4445,140,157,2024-03-27,59,443.28,26153.52,423.8,Credit Card,"46474 Fowler Orchard
Williamville, AR 50266",30,Completed
3800,276,460,2024-04-10,62,466.13,28900.06,1876.44,Debit Card,"468 Boyd Port Apt. 299
Atkinsonfurt, AR 26041",40,Completed
7804,68,197,2024-03-15,53,508.98,26975.94,1414.59,Debit Card,"3219 Petty Circle Apt. 200
Michaelville, ND 89077",15,Cancelled
6594,610,225,2024-01-12,100,587.94,58794.0,2287.6,Credit Card,"36353 Collins Spring
Lake Travistown, TX 38072",48,Completed
828,841,360,2024-04-07,89,903.77,80435.53,1739.86,Bank Transfer,"9207 Herrera Avenue Suite 072
Alexandertown, LA 76935",21,Completed
4837,864,244,2024-02-22,35,279.2,9772.0,794.1,Bank Transfer,"8971 Christina Fall Apt. 562
Curtiston, OK 82907",37,Cancelled
9043,724,111,2024-04-10,91,723.11,65803.01,5665.22,PayPal,"Unit 8439 Box 6987
DPO AP 50857",28,Completed
438,238,66,2024-03-29,79,13.83,1092.57,75.13,Bank Transfer,"414 Conner Village Apt. 548
Cynthiafurt, NJ 09246",17,Cancelled
3305,966,53,2024-05-31,46,599.37,27571.02,682.71,Credit Card,"PSC 3468, Box 6605
APO AE 66886",6,Cancelled
4463,907,325,2024-02-06,36,390.19,14046.84,437.06,PayPal,"PSC 1027, Box 5555
APO AP 47549",39,Completed
2467,928,218,2024-02-19,69,961.57,66348.33,54.5,Debit Card,"3255 Jay Shore Suite 153
Christopherborough, MT 73255",9,Completed
1792,96,121,2024-03-08,85,33.69,2863.65,169.54,Debit Card,"493 Katie Glen
Walshbury, LA 51518",10,Completed
3014,243,209,2024-03-02,47,120.97,5685.59,199.29,PayPal,"06578 Owens Cliffs
Derrickfurt, MO 91646",43,Cancelled
5151,278,14,2024-06-15,63,433.52,27311.76,301.4,Credit Card,"USNS Lee
FPO AA 26565",26,Completed
5743,340,448,2024-03-03,30,413.52,12405.6,1055.23,Credit Card,"14700 Preston Cape Suite 291
Barbaraview, MN 16340",7,Cancelled
2610,714,405,2024-01-22,82,57.55,4719.1,155.63,PayPal,"84285 Thompson Trail
Lake Vickimouth, VA 54755",24,Completed
1560,390,413,2024-02-14,83,808.43,67099.69,797.03,Debit Card,"7231 Peck Islands Apt. 996
Stephaniestad, NE 62725",2,Cancelled
7671,198,138,2024-05-05,74,313.5,23199.0,1738.21,Debit Card,"Unit 8751 Box 7069
DPO AP 55336",48,Pending
7229,204,33,2024-02-05,16,347.95,5567.2,239.33,Bank Transfer,"458 Karen Village Suite 190
Port Anthony, MS 86286",32,Pending
3845,490,470,2024-01-04,35,470.83,16479.05,115.84,Credit Card,"869 Daisy Crossroad
Port Juan, MS 15050",46,Cancelled
2689,329,491,2024-06-06,44,476.07,20947.08,1006.28,Bank Transfer,"86845 Anthony Curve Apt. 767
West Mark, IA 76190",11,Completed
7858,340,238,2024-05-10,97,972.93,94374.21,2373.83,PayPal,"36574 Joshua Bridge Suite 916
Candaceport, RI 87278",48,Completed
2178,966,306,2024-02-10,28,200.59,5616.52,291.22,Bank Transfer,"8295 Allison Port
Floresbury, SC 80728",8,Cancelled
9712,581,455,2024-03-29,35,797.71,27919.85,1863.52,Bank Transfer,"84561 Janice Turnpike
East Margaret, CA 56658",50,Completed
9676,881,448,2024-03-30,41,15.05,617.05,39.57,PayPal,"020 Ramirez Neck
Lucasfort, TX 86242",13,Pending
5794,30,205,2024-06-06,29,472.64,13706.56,986.12,PayPal,"714 Quinn Cove Apt. 724
West Jill, WI 77818",39,Completed
4017,868,412,2024-05-10,9,611.78,5506.02,372.38,PayPal,"Unit 0774 Box 6140
DPO AE 30808",31,Completed
296,254,51,2024-02-25,38,662.42,25171.96,2455.35,PayPal,"36852 Christian Turnpike Suite 879
South Jamesstad, VA 43372",25,Pending
1706,6,470,2024-04-04,37,482.94,17868.78,892.56,Bank Transfer,"Unit 5463 Box 4587
DPO AA 22338",46,Pending
2199,626,408,2024-04-11,32,728.93,23325.76,1196.22,Debit Card,"590 Simpson Keys
Gonzalesfurt, WV 24769",41,Completed
6297,972,122,2024-02-05,77,795.23,61232.71,2289.19,PayPal,"3123 Ann Camp Suite 088
South Emilyview, ID 37682",49,Cancelled
9015,143,88,2024-04-29,2,834.72,1669.44,124.15,Debit Card,"USCGC Roach
FPO AA 01188",1,Completed
2257,181,459,2024-06-04,74,500.14,37010.36,3609.69,Bank Transfer,"USS Norris
FPO AE 13550",31,Pending
4448,841,162,2024-01-05,72,587.15,42274.8,3921.65,Bank Transfer,"194 Dylan Meadow
New Tanyaborough, NJ 98528",19,Pending
9317,690,253,2024-01-10,19,228.64,4344.16,16.05,Bank Transfer,"3299 Jeffrey Centers Apt. 427
Michelleshire, OK 53057",17,Completed
5737,508,479,2024-04-21,31,394.51,12229.81,628.4,Debit Card,"55499 Richard Ports Apt. 625
Alexanderville, IL 90862",27,Completed
6701,858,100,2024-01-19,45,45.98,2069.1,17.88,Debit Card,"8712 Glenn Point Suite 125
Lake Coltonburgh, MS 10152",17,Cancelled
7894,382,322,2024-01-20,30,644.06,19321.8,1226.57,PayPal,"70891 Morgan Bypass Suite 289
Andreaport, GA 98116",43,Pending
9861,360,48,2024-06-15,11,982.41,10806.51,414.25,Bank Transfer,"7292 Christopher Lock
Lake Seanfort, MI 23606",8,Completed
5618,776,37,2024-05-02,62,531.69,32964.78,2179.54,Credit Card,"390 Shannon Tunnel Suite 235
Port Kelseytown, WA 43273",26,Cancelled
6677,633,321,2024-03-09,93,553.83,51506.19,2821.21,Bank Transfer,"52021 Tara Ways
Steinville, KS 06868",1,Cancelled
6729,626,146,2024-02-22,15,414.99,6224.85,373.66,PayPal,"484 Bruce Manor Apt. 712
East Christine, VA 16289",11,Pending
5949,615,327,2024-05-20,45,492.41,22158.45,1563.05,Credit Card,"81405 Warner Locks
Guerreroshire, OK 31179",1,Cancelled
6941,726,10,2024-02-13,62,498.18,30887.16,1443.57,Credit Card,"700 Vargas View Apt. 862
Contrerasburgh, SD 38311",10,Cancelled
2967,688,1,2024-01-11,42,44.33,1861.86,42.41,Bank Transfer,"881 Adams Ranch
Williamsview, AR 18118",32,Cancelled
3618,188,81,2024-03-12,32,155.57,4978.24,48.66,Debit Card,"84042 Brian Inlet Suite 543
Lake Ronnieport, OK 56544",5,Cancelled
827,82,270,2024-02-09,37,951.39,35201.43,2011.58,Debit Card,"2995 Timothy Spring Apt. 491
Leachfort, ND 88483",12,Completed
823,152,83,2024-01-02,4,452.44,1809.76,3.75,PayPal,"112 Janet Cliff Suite 063
Anthonyside, VA 74238",10,Completed
7976,460,211,2024-04-02,10,494.92,4949.2,228.04,Credit Card,"246 Wilson Junction Suite 502
West Mistyside, GA 94629",32,Pending
6712,878,50,2024-02-03,49,219.72,10766.28,417.46,Bank Transfer,"USCGC Wilson
FPO AA 60995",40,Pending
6213,135,347,2024-02-03,41,832.94,34150.54,670.34,PayPal,"237 Lucas Divide Apt. 435
East Joseph, AL 23487",20,Pending
1579,594,484,2024-01-17,88,525.57,46250.16,2730.82,PayPal,"28905 Williams Valleys Apt. 064
Jenniferside, IA 28582",35,Pending
4585,781,199,2024-04-18,92,581.26,53475.92,3357.83,Debit Card,"307 Barker Ridge
Burnsmouth, AK 08679",41,Completed
99,383,330,2024-01-29,24,526.39,12633.36,917.67,Bank Transfer,"58035 Burch Lodge Apt. 800
Allisonmouth, NC 76644",37,Cancelled
1978,158,349,2024-02-15,94,29.04,2729.76,43.74,Debit Card,"116 Angela Gateway Apt. 799
Harrishaven, WI 53172",32,Cancelled
335,833,29,2024-02-11,79,473.37,37396.23,1848.4,Bank Transfer,"3426 Lori Fields Suite 460
Danielshaven, NV 36531",49,Completed
3259,701,140,2024-04-11,10,737.44,7374.4,162.95,Debit Card,"09694 Cynthia Junction Suite 438
Berryland, CT 56808",1,Pending
5664,868,397,2024-03-24,6,440.39,2642.34,52.0,Bank Transfer,"488 Heather Square
South Gregoryburgh, KS 36663",48,Pending
2947,845,4,2024-01-03,2,333.12,666.24,6.13,Debit Card,"16604 Zachary Spring Suite 515
Katherineshire, DE 38746",48,Cancelled
7760,298,415,2024-04-22,73,875.82,63934.86,1916.24,Debit Card,"92654 Hubbard Neck Suite 540
Port Dustinmouth, OR 26593",32,Cancelled
6681,149,202,2024-05-31,15,558.51,8377.65,107.29,Credit Card,"1570 John Freeway
Hansonstad, RI 79209",49,Completed
6159,301,445,2024-03-20,88,855.94,75322.72,2125.96,Debit Card,"33739 Kevin Village
Pollardchester, OK 82042",33,Cancelled
2811,169,269,2024-02-03,100,885.18,88518.0,6950.61,Debit Card,"868 Jessica Crescent
Harmonberg, UT 49847",21,Pending
3312,991,253,2024-01-22,24,963.1,23114.4,1088.98,PayPal,"274 Tyler Island Suite 076
Teresaport, MT 56267",29,Pending
6769,297,382,2024-05-10,51,891.77,45480.27,3153.31,PayPal,"11800 Rhonda Manors
West Johnmouth, FL 04147",7,Completed
9379,206,105,2024-01-11,100,345.13,34513.0,2267.65,Bank Transfer,"4427 James Village Apt. 922
Delgadoport, MI 04851",37,Cancelled
4845,31,282,2024-03-29,73,963.7,70350.1,5694.4,Credit Card,"PSC 6839, Box 4614
APO AE 10060",11,Cancelled
6502,274,216,2024-01-18,32,380.63,12180.16,1017.75,Bank Transfer,"Unit 3927 Box 0418
DPO AP 32997",1,Pending
4140,665,484,2024-01-06,78,824.16,64284.48,2385.96,Bank Transfer,"5069 Cassandra Walks
Port Carlaton, MT 16954",4,Pending
4221,722,119,2024-03-20,96,81.64,7837.44,735.35,Bank Transfer,"4101 Mandy Estate
Stephaniefort, OR 30718",47,Pending
4592,198,478,2024-01-21,75,332.26,24919.5,201.4,Debit Card,"6030 Perez Valleys
South Shaun, WI 23725",27,Completed
2029,17,89,2024-03-22,18,272.62,4907.16,126.13,PayPal,"PSC 6907, Box 9210
APO AA 05442",49,Completed
5356,855,46,2024-01-29,47,680.04,31961.88,2351.18,Debit Card,"8735 Webster Isle
South Carly, MS 31820",6,Pending
7840,517,360,2024-02-13,8,265.67,2125.36,139.3,Credit Card,"6476 Madison Harbors Suite 256
Torresburgh, KS 13524",28,Completed
2923,52,421,2024-04-06,71,446.5,31701.5,559.36,Credit Card,"3168 Weaver Green Suite 077
South Scott, AK 39184",17,Cancelled
4323,624,293,2024-02-05,53,629.71,33374.63,1652.73,Bank Transfer,"8553 Torres Ramp
Robertside, WY 41597",27,Completed
8259,391,485,2024-03-22,28,16.67,466.76,46.6,Credit Card,"Unit 0304 Box 7701
DPO AA 59988",46,Pending
8645,369,291,2024-04-20,41,201.51,8261.91,146.63,Bank Transfer,"754 Smith Locks
West Katieton, AR 41356",46,Pending
3601,982,312,2024-05-06,59,117.78,6949.02,681.43,Bank Transfer,"4367 Wallace Flat
Lake Rebeccaton, IL 02946",36,Cancelled
4135,709,472,2024-05-16,7,30.73,215.11,12.28,Debit Card,"7504 Scott Shores
South Christina, MS 18449",29,Pending
9694,817,485,2024-05-21,65,445.96,28987.4,736.21,PayPal,"USS Simpson
FPO AE 66812",35,Pending
985,674,30,2024-01-14,55,235.48,12951.4,40.31,Credit Card,"USCGC Young
FPO AP 44202",44,Completed
1206,674,223,2024-03-28,71,811.08,57586.68,3707.71,PayPal,"85945 Deanna Crescent Apt. 437
North Gabriel, VT 71634",8,Pending
3472,245,390,2024-03-18,80,83.6,6688.0,623.94,Bank Transfer,"171 Diaz Divide Suite 381
Clarkfurt, SC 41800",23,Cancelled
8449,932,391,2024-03-05,88,940.86,82795.68,3197.93,Bank Transfer,"726 Angie Ville Suite 869
Josephhaven, CO 59894",31,Cancelled
8855,826,358,2024-04-30,72,49.24,3545.28,321.63,Credit Card,"978 Jerome Mount
Jessicaborough, AZ 26522",3,Pending
143,634,88,2024-03-24,87,273.48,23792.76,681.05,Credit Card,"USNV Davis
FPO AP 92746",6,Cancelled
6970,789,200,2024-03-08,69,643.87,44427.03,2114.68,PayPal,"65004 Tina Center Apt. 190
Justinburgh, VA 37165",37,Pending
4798,629,308,2024-06-09,94,454.13,42688.22,2816.09,Credit Card,"681 Aaron Mountain Apt. 058
Derekchester, AZ 77735",21,Cancelled
8964,780,108,2024-01-31,27,148.54,4010.58,175.0,Credit Card,"7123 Austin Grove
Davisfurt, NV 65698",35,Completed
8606,35,379,2024-05-20,41,29.96,1228.36,26.41,Bank Transfer,"086 Shelia Shoal Apt. 699
Port Justin, VT 54055",43,Cancelled
869,891,435,2024-05-04,70,81.95,5736.5,553.43,Credit Card,"7546 Cheryl Isle
Davisbury, MI 81478",10,Completed
9971,210,325,2024-02-16,82,676.88,55504.16,4844.7,Bank Transfer,"45227 Diana Springs
Port Jamieville, MO 29923",50,Pending
5727,390,196,2024-01-11,44,850.64,37428.16,90.94,Credit Card,"95124 Nelson Ridges Apt. 231
Sandraton, OH 96725",36,Completed
5363,607,192,2024-05-11,58,584.71,33913.18,2566.96,PayPal,"76502 Vasquez Radial
Lake Davidshire, ND 95961",10,Completed
2848,558,308,2024-04-13,48,375.51,18024.48,1731.69,Credit Card,"78277 Wright Meadow Apt. 448
Carlsonview, NV 77430",30,Pending
4578,509,436,2024-01-15,44,588.55,25896.2,2321.37,PayPal,"4290 Walker Knolls
South Karafort, CO 43927",10,Pending
5618,282,195,2024-02-13,87,31.48,2738.76,223.77,Bank Transfer,"356 Christopher Circle
Benjaminport, ID 76039",47,Completed
5053,251,171,2024-04-26,85,546.26,46432.1,1065.19,PayPal,"230 Adams Dam Suite 067
Matthewport, UT 68181",38,Pending
2194,880,429,2024-04-15,83,825.36,68504.88,2645.98,Credit Card,"07921 Williams Pine
Andreahaven, NC 99578",19,Pending
3011,58,238,2024-01-18,1,289.88,289.88,10.92,Debit Card,"1300 Pierce Motorway
West Adrianside, VT 39422",47,Pending
5504,832,338,2024-01-26,85,574.97,48872.45,2240.13,PayPal,"77400 William Highway
Jamesville, SD 04416",3,Completed
4236,599,496,2024-04-10,37,414.79,15347.23,1424.55,Debit Card,"007 Cohen Loop
Port Courtneyton, TN 72759",7,Pending
868,84,313,2024-01-17,77,411.08,31653.16,1475.25,PayPal,"8422 Pham Ferry
Garnerview, HI 20255",36,Pending
5873,362,88,2024-03-19,9,599.97,5399.73,319.56,Debit Card,"318 Amanda Spur
Brianbury, AL 76305",41,Pending
8128,541,266,2024-06-05,1,448.78,448.78,22.56,PayPal,"0256 Joseph Valley
Vazquezview, NJ 03204",20,Completed
3812,243,234,2024-01-22,56,161.58,9048.48,643.95,PayPal,"385 Gonzalez Way Apt. 080
North Megan, IL 30117",36,Cancelled
8004,882,420,2024-02-21,42,14.82,622.44,29.91,Debit Card,"23674 William Land Suite 575
Lake Juliestad, ND 72423",30,Cancelled
3051,471,232,2024-02-13,83,328.5,27265.5,245.75,Bank Transfer,"289 Craig Ville
Port Julie, CT 12111",1,Pending
4271,988,379,2024-03-10,91,725.98,66064.18,2782.38,Credit Card,"492 Cannon Fields Apt. 248
South Martin, KS 91231",18,Cancelled
1065,512,185,2024-04-17,98,190.91,18709.18,482.48,Bank Transfer,"477 Regina Glen
Phyllisport, AZ 81628",16,Completed
8558,807,238,2024-02-22,71,149.72,10630.12,666.02,Credit Card,"367 Rebecca Rapids Apt. 418
Daltonland, NV 95230",32,Cancelled
7553,736,320,2024-06-05,36,160.35,5772.6,256.88,PayPal,"204 White Greens Suite 257
East Pamela, CO 92407",19,Completed
2141,954,469,2024-01-19,1,994.34,994.34,64.62,Bank Transfer,"8864 Gary Path
Brownberg, SC 46754",18,Completed
3165,511,466,2024-04-03,77,736.94,56744.38,5529.24,Bank Transfer,"890 Kristopher Passage
Manningfort, TX 30301",43,Pending
3322,96,70,2024-03-25,77,955.78,73595.06,6880.2,Credit Card,"904 Sean Hills Suite 983
Port Jillville, NC 23141",19,Cancelled
9766,418,453,2024-03-16,7,495.9,3471.3,108.38,Credit Card,"2234 Hart Center
Lake Dakota, WV 96775",28,Pending
5604,484,385,2024-03-31,22,671.8,14779.6,25.39,PayPal,"42533 Robert Forges Apt. 739
New Theresamouth, CA 75704",10,Cancelled
937,972,97,2024-05-11,97,585.42,56785.74,3191.22,Credit Card,"USNV Green
FPO AE 56595",20,Completed
7936,418,486,2024-05-23,4,281.72,1126.88,94.44,PayPal,"69143 Jill Meadows Suite 095
Samuelberg, MN 74301",44,Pending
1835,855,494,2024-03-21,57,967.73,55160.61,4837.08,Debit Card,"837 Louis Turnpike
South Anthonybury, CO 11429",46,Completed
9277,391,442,2024-06-13,28,496.63,13905.64,935.5,PayPal,"PSC 9357, Box 8412
APO AA 83049",5,Completed
9161,198,10,2024-02-06,44,515.94,22701.36,1438.36,Bank Transfer,"728 Sampson Highway Apt. 088
New Stephen, AL 83640",49,Pending
3298,491,242,2024-03-27,89,620.4,55215.6,1333.94,PayPal,"11584 Molina Junctions Apt. 115
Lake Christopher, MT 20777",36,Cancelled
4469,778,121,2024-03-07,60,393.15,23589.0,1308.65,PayPal,"24382 Lisa Walk Suite 668
Hudsonhaven, NE 65050",12,Completed
725,169,384,2024-02-19,37,437.97,16204.89,247.21,PayPal,"001 Bowman Plains Suite 343
Weberview, MT 73945",14,Cancelled
5556,607,307,2024-01-03,80,611.39,48911.2,4163.46,PayPal,"68995 Jason Parkway
Evanfurt, OR 62870",29,Completed
1659,354,459,2024-05-24,24,152.59,3662.16,81.16,Credit Card,"9915 Thomas Park
New Thomas, NE 06849",38,Cancelled
1109,741,2,2024-06-16,79,79.94,6315.26,608.76,Bank Transfer,"78248 Keith Junction Apt. 490
Alvaradoside, TX 55478",14,Cancelled
3916,198,25,2024-05-05,13,999.81,12997.53,313.44,PayPal,"49363 Watkins Loop
Jasonberg, VT 45238",4,Completed
5515,720,196,2024-06-12,100,827.63,82763.0,6231.88,Credit Card,"3535 Gill Island
Burchville, OR 37144",13,Cancelled
7556,781,197,2024-01-25,40,223.19,8927.6,521.18,Bank Transfer,"897 Gutierrez Squares
Leeborough, MD 11313",15,Completed
6268,405,127,2024-05-31,18,512.57,9226.26,9.85,PayPal,"69074 Danielle Stream Apt. 144
Riveraside, CT 25177",34,Cancelled
5736,179,270,2024-03-29,64,260.2,16652.8,1311.39,Bank Transfer,"37834 Matthew Key Apt. 123
Sarachester, DE 13149",13,Pending
9157,206,54,2024-02-17,57,633.8,36126.6,2447.37,Bank Transfer,"432 Osborne Station
Bakermouth, AK 71915",20,Pending
7540,8,334,2024-01-23,92,802.35,73816.2,6258.47,Credit Card,"Unit 4319 Box 5576
DPO AE 75897",46,Completed
383,599,153,2024-06-11,2,538.55,1077.1,52.45,Bank Transfer,"1377 Parker Station Suite 426
Port Edwardmouth, CO 24928",26,Pending
2061,481,66,2024-02-13,98,37.58,3682.84,203.59,Credit Card,"17743 Smith Drive
Sanchezmouth, OH 15151",6,Pending
7053,653,53,2024-06-15,19,366.98,6972.62,324.54,PayPal,"087 Cox Fort
North Sharon, WV 00623",33,Completed
3839,457,295,2024-03-29,95,249.92,23742.4,1746.95,Debit Card,"2838 Michael Throughway Apt. 607
East Josephton, RI 90734",50,Pending
6010,94,485,2024-03-26,71,927.07,65821.97,2703.26,PayPal,"186 Kenneth Point Suite 714
Port Jessicafort, AL 37559",29,Cancelled
1753,595,379,2024-01-19,25,874.52,21863.0,148.54,Bank Transfer,"7257 Vazquez Grove
West Brian, KY 40780",26,Completed
4193,129,237,2024-06-14,15,435.68,6535.2,225.11,Debit Card,"1857 Aguirre Circle
South Jane, CT 27420",47,Cancelled
9248,82,273,2024-02-12,59,424.67,25055.53,234.67,Bank Transfer,"76070 Sanchez Street Suite 249
Port Kevinfort, AK 62212",38,Cancelled
9482,972,129,2024-06-09,62,201.07,12466.34,349.43,Credit Card,"305 Ryan Fort Apt. 498
Sarahhaven, ME 17679",1,Cancelled
1307,446,374,2024-05-28,13,974.9,12673.7,536.06,Credit Card,"3796 Marsh Well Apt. 471
North Shelley, FL 43233",26,Pending
6628,4,352,2024-03-30,33,208.33,6874.89,5.98,Credit Card,"800 Megan Field Apt. 462
Simmonsmouth, CA 77936",16,Cancelled
6665,25,30,2024-02-22,77,349.0,26873.0,201.02,Credit Card,"USCGC Walters
FPO AE 50155",10,Completed
5953,924,313,2024-01-15,16,611.32,9781.12,349.09,PayPal,"373 Johnson Fords Apt. 028
Williamland, MS 79659",25,Completed
796,931,426,2024-01-25,7,472.91,3310.37,259.71,Bank Transfer,"783 Simmons Road
South Natalieport, IL 08109",31,Cancelled
3782,466,164,2024-06-03,93,340.79,31693.47,2263.77,Credit Card,"1525 Gonzales Heights Apt. 921
Port Tiffany, MA 83656",4,Completed
8563,492,17,2024-03-26,96,67.21,6452.16,400.65,Credit Card,"4317 Michael Gardens Suite 223
Port Danielstad, MD 06400",32,Pending
1870,1,119,2024-03-10,78,221.34,17264.52,594.31,Bank Transfer,"39629 Griffin Ports
Williamborough, TX 23769",43,Completed
8260,643,279,2024-03-11,28,521.25,14595.0,1249.56,Credit Card,"02805 Amy Viaduct Suite 469
Lopezhaven, DE 74802",21,Completed
1927,957,398,2024-04-30,20,433.37,8667.4,665.84,Debit Card,"0117 Raymond Wells Apt. 526
Lake Kevin, AR 50451",11,Pending
2274,952,18,2024-05-20,63,763.36,48091.68,1664.33,Credit Card,"600 Paul Shoal Suite 710
Kelseyfort, GA 80850",13,Completed
1521,969,470,2024-01-21,69,755.19,52108.11,2712.4,Bank Transfer,"258 Melissa Burg Suite 643
Davisberg, IL 27194",44,Cancelled
2634,757,141,2024-04-07,68,408.09,27750.12,1040.75,Credit Card,"PSC 5379, Box 4351
APO AP 67434",45,Pending
3953,972,70,2024-03-05,64,570.55,36515.2,429.06,Credit Card,"4824 Mcintyre Estate
North Andrew, KY 05829",15,Pending
6714,140,53,2024-01-29,39,199.32,7773.48,305.11,Bank Transfer,"PSC 8010, Box 6999
APO AE 49977",32,Cancelled
223,946,189,2024-01-30,96,746.79,71691.84,846.7,Bank Transfer,"543 Duncan Views Suite 648
Port Waynefort, ID 30404",4,Completed
4249,547,136,2024-05-08,8,378.97,3031.76,15.2,Bank Transfer,"36155 Bennett Valley
Thompsonchester, MI 43508",16,Pending
5880,583,386,2024-05-11,2,823.07,1646.14,26.2,Bank Transfer,"212 Wilson River Suite 862
Chrisfurt, DC 30548",43,Pending
2790,931,429,2024-03-10,1,934.1,934.1,27.76,Credit Card,"73381 Charles Plains Suite 294
Khanberg, WI 25577",27,Completed
